"X","Y","month","day","temp","RH","wind","rain","area"
3,5,"aug","Tuesday",17.6,52,5.8,0,0
9,9,"jul","tue",NA,42,2.7,0,0.36
1,4,"sep","tue",21.7,38,2.2,0,0.43
1,2,"aug","wed",23.3,31,4.5,0,0.55
1,2,"jul","sat",16.6,53,5.4,0,0.71
6,5,"aug","thu",27.4,22,4,0,0.9
8,3,"sep","tue",24.2,28,3.6,0,0.96
2,2,"aug","tue",79.2,43,6.7,0,1.07
5,4,"sep","fri",20.1,47,4.9,0,1.46
7,4,"aug","sun",16.4,47,1.3,0,1.56
2,4,"October","wed",20.5,35,4,0,1.64
7,4,"sep","fri",19,34,5.8,0,1.69
6,4,"aug","thu",20.3,41,4,0,1.9
8,6,"sep","sat",17.8,56,1.8,0,1.95
6,5,"mar","thu",5.3,70,4.5,0,2.14
6,5,"aug","wed",16.6,47,0.9,0,2.29
8,6,"aug","thu",20.7,45,2.2,0,2.55
5,4,"sep","wed",21.9,35,1.8,0,2.57
7,4,"aug","sun",20.1,39,5.4,0,2.74
4,4,"sep","mon",17.7,39,2.2,0,3.07
1,4,"aug","sat",14.2,53,1.8,0,3.5
2,5,"sep","wed",18.3,45,2.2,0,4.88
1,3,"sep","sun",23.9,32,6.7,0,5.33
5,4,"feb","sun",12.4,53,2.2,0,6.38
7,4,"oct","mon",16.8,45,4.5,0,6.83
8,6,"aug","fri",20.8,34,4.9,0,6.96
8,6,"mar","sun",11.5,39,5.8,0,7.19
1,5,"sep","mon",21,42,2.2,0,7.3
6,4,"mar","sat",13.3,42,0.9,0,7.4
6,5,"mar","fri",11.7,33,4,0,8.31
2,2,"aug","tue",24.6,22,4.5,0,8.71
6,5,"apr","thu",5.8,54,5.8,0,10.93
4,5,"sep","thu",21.5,15,0.9,0,11.06
1,5,"sep","tue",21.6,33,2.2,0,11.53
8,6,"oct","wed",20.2,37,2.7,0,13.7
4,5,"sep","thu",22.1,34,1.8,0,14.57
7,5,"sep","tue",20.7,37,2.2,0,17.2
8,3,"sep","thu",23.2,26,4.9,0,23.41
7,4,"sep","fri",20.1,47,4.9,0,26.13
7,3,"mar","mon",11,46,5.8,0,27.35
4,4,"mar","sat",17,27,4.9,0,28.66
4,4,"sep","sun",16.9,60,1.3,0,29.48
8,6,"aug","sun",16.2,59,3.1,0,32.07
3,4,"sep","fri",18.6,49,3.6,0,35.88
2,2,"jul","fri",13.4,79,3.6,0,37.02
4,4,"sep","sun",22.9,39,4.9,0,48.55
8,6,"aug","sat",20.1,34,4.5,0,58.3
8,6,"aug","sat",16.4,43,4,0,71.3
4,4,"sep","wed",26.4,21,4.5,0,88.49
1,5,"sep","sun",27.8,27,3.1,0,95.18
6,4,"sep","tue",18.7,43,2.7,0,103.39
4,5,"sep","sat",17.7,25,3.1,0,154.88
2,2,"November","sat",18.2,46,1.8,0,200.94
1,2,"sep","tue",18.8,40,2.2,0,212.88
6,3,"apr","wed",15.2,51,2.7,0,0
7,4,"aug","sun",21.9,73,7.6,1,0
2,4,"aug","sun",22.4,54,7.6,0,2.87
3,4,"aug","sun",26.8,38,6.3,0,0.76
5,4,"aug","sun",25.7,39,5.4,0,0.09
2,4,"aug","wed",20.7,70,2.2,0,0.75
8,6,"aug","wed",28.7,28,2.7,0,0
3,4,"aug","wed",21.7,40,0.4,0,2.47
8,5,"aug","wed",26.8,25,3.1,0,0.68
8,5,"aug","wed",24,36,3.1,0,0.24
6,5,"aug","wed",22.1,37,3.6,0,0.21
7,4,"aug","thu",21.4,38,2.7,0,1.52
6,3,"aug","thu",18.9,41,3.1,0,10.34
2,5,"aug","thu",22.3,46,4,0,0
8,6,"aug","sat",23.9,41,2.2,0,8.02
7,4,"aug","sat",23.7,40,1.8,0,1.38
2,4,"aug","mon",28.3,32,4,0,8.85
6,3,"aug","fri",19.3,39,3.6,0,1.56
6,5,"aug","tue",19.4,55,4,0,0.17
3,4,"aug","tue",21,32,3.1,0,0
8,6,"aug","tue",20.1,58,4.5,0,9.27
2,5,"aug","tue",20.2,47,4,0,3.09
4,6,"dec","sun",4.8,57,8.5,0,8.98
4,4,"dec","mon",4.6,21,8.5,0,17.85
4,6,"dec","fri",2.2,59,4.9,0,9.27
3,4,"feb","wed",8.8,35,3.1,0,1.1
5,4,"feb","fri",7.5,46,8,0,24.24
7,6,"jul","wed",12.6,90,7.6,0.2,0
7,4,"jul","sat",22.1,49,2.7,0,0
7,4,"jul","sat",24.3,30,1.8,0,0
9,4,"jul","sat",25.3,39,0.9,0,8
4,5,"jul","fri",22.9,40,1.3,0,2.64
7,6,"jul","tue",26.9,28,5.4,0,86.45
8,6,"jul","tue",17.1,67,3.6,0,6.57
7,5,"jun","sun",22.2,48,1.3,0,0
8,6,"jun","sun",15.4,45,2.2,0,0
8,6,"jun","wed",19.6,43,4.9,0,0
6,5,"jun","sat",10.6,90,2.7,0,0
6,5,"jun","mon",19.1,39,5.4,0,3.52
3,6,"jun","fri",19.2,38,4.5,0,0
3,6,"jun","fri",19.2,38,4.5,0,0
1,4,"sep","sun",19,52,2.2,0,0
2,4,"sep","sun",16,45,1.8,0,0
2,4,"sep","sun",24.9,27,2.2,0,0
2,4,"sep","sun",12.2,78,6.3,0,0
6,5,"sep","wed",24.3,27,4.9,0,0
3,4,"sep","wed",18.5,30,2.7,0,0
4,5,"sep","thu",18.6,24,5.8,0,0
4,4,"sep","thu",19.2,24,4.9,0,3.78
6,3,"sep","thu",18.9,34,7.2,0,34.36
1,4,"sep","sat",24.2,27,3.1,0,0
5,4,"sep","sat",24.1,27,3.1,0,0
6,5,"sep","sat",19.7,35,1.8,0,0
4,3,"sep","sat",23.5,27,4,0,3.33
3,3,"sep","sat",24.2,27,3.1,0,6.58
7,4,"sep","sat",21.5,28,4.5,0,15.64
1,4,"sep","mon",18.1,54,3.1,0,2.13
2,3,"sep","mon",18,51,5.4,0,0
7,4,"sep","mon",19.3,44,2.2,0,0
2,4,"sep","mon",20.4,41,1.8,0,1.47
8,6,"sep","mon",15.7,51,2.2,0,0
8,6,"sep","mon",15.9,51,4.5,0,2.18
6,3,"sep","mon",12.2,66,4.9,0,6.1
2,2,"sep","mon",16.8,43,3.1,0,5.83
1,4,"sep","Monday",21.3,35,2.2,0,28.19
5,4,"sep","fri",12.8,64,3.6,0,1.64
7,4,"sep","fri",19.8,47,2.7,0,1.72
7,4,"sep","fri",18.7,50,2.2,0,5.97
4,4,"sep","fri",20.8,35,4.9,0,13.06
4,4,"sep","fri",20.8,35,4.9,0,1.26
6,3,"sep","fri",15.9,55,3.6,0,0
6,3,"sep","fri",19.7,39,2.7,0,0
4,3,"sep","fri",17.3,45,4,0,3.94
7,4,"sep","fri",15.2,64,3.1,0,0.52
4,3,"sep","tue",15.9,53,2.2,0,2.93
6,5,"sep","tue",21.1,35,2.7,0,5.65
6,5,"sep","tue",19.6,45,3.1,0,20.03
4,5,"sep","tue",15.9,38,5.4,0,1.75
6,5,"sep","sat",16.8,47,4.9,0,12.64
4,5,"sep","sun",13.8,77,7.6,0,0
3,4,"jul","wed",14.2,58,4,0,0
4,5,"aug","sun",10.4,75,0.9,0,0
5,4,"aug","thu",20.3,42,2.7,0,0
6,5,"sep","sat",15.4,57,4.9,0,39.35
8,6,"aug","mon",21.1,54,2.2,0,0
2,2,"aug","sat",21.9,42,2.2,0,174.63
4,5,"jan","sun",5.2,100,0.9,0,0
5,4,"jul","wed",19.3,39,7.2,0,7.73
8,6,"aug","wed",28.2,29,1.8,0,5.86
9,6,"aug","thu",20.5,58,2.7,0,42.87
8,4,"aug","sat",21.3,44,4.5,0,12.18
5,5,"mar","thu",11.6,48,5.4,0,0
6,4,"aug","fri",23.3,34,3.1,0,28.74
7,4,"aug","fri",23.3,34,3.1,0,0
8,6,"sep","fri",20.7,46,2.7,0,30.18
1,3,"July","sun",21.9,43,4,0,70.76
4,5,"feb","sun",10.1,62,1.8,0,51.78
4,3,"sep","sun",20.4,55,4.9,0,3.64
1,2,"aug","sat",25.9,32,3.1,0,0
9,5,"jun","wed",28,34,4.5,0,0
3,4,"sep","thu",22.8,46,4,0,4.95
9,9,"aug","fri",25,36,4,0,0
8,6,"aug","thu",21.3,41,3.6,0,0
6,5,"sep","sat",17,67,4.9,0,3.95
1,4,"jul","tue",23.4,31,5.4,0,0
6,3,"feb","fri",14.7,42,2.7,0,0
7,4,"feb","fri",8.2,53,9.4,0,4.62
7,5,"aug","sat",26.4,33,3.6,0,0
5,4,"aug","sun",24.1,50,4,0,0
8,6,"aug","thu",27.5,27,4.9,0,746.28
6,3,"jul","tue",26.3,39,3.1,0,7.02
6,5,"mar","wed",13.8,24,5.8,0,0
2,5,"aug","sun",24.8,36,4,0,3.05
2,4,"aug","wed",30.8,19,4.5,0,0
1,3,"sep","sat",22.3,48,4,0,0.72
8,6,"aug","sat",26.9,31,3.6,0,4.96
2,2,"aug","thu",20.4,56,2.2,0,0
8,6,"aug","thu",20.4,56,2.2,0,0
3,4,"aug","sun",24.6,44,4,0,3.2
7,4,"sep","thu",19.4,45,3.6,0,0
1,3,"aug","sat",23.3,40,4,0,6.36
8,6,"aug","thu",23.9,38,6.7,0,0
2,4,"aug","sun",20.9,66,4.9,0,15.34
1,4,"aug","fri",22.2,45,3.6,0,0
2,5,"jul","sat",23.8,51,1.8,0,0
8,6,"aug","sat",14.2,73,2.7,0,0
2,5,"aug","sat",23.6,53,4,0,6.43
1,3,"sep","fri",19.1,46,2.2,0,0.33
5,4,"sep","fri",16.2,58,3.6,0,0
8,6,"aug","mon",25.5,29,1.8,0,1.23
6,5,"apr","mon",10.9,64,3.1,0,3.35
2,5,"sep","fri",16.2,58,3.6,0,9.96
6,5,"aug","sun",19.1,70,2.2,0,0
7,4,"sep","wed",10.5,77,131.9,0,0
4,5,"aug","wed",23.4,49,5.4,0,6.43
3,4,"aug","thu",16.8,56,3.1,0,0
1,4,"sep","sun",14.5,1.2,7.6,0,3.71
6,5,"feb","tue",56.1,82,6.3,0,5.39
6,4,"feb","tue",5.1,77,5.4,0,2.14
2,2,"feb","sat",4.6,59,0.9,0,6.84
3,4,"mar","wed",11.2,41,5.4,0,5.55
6,5,"mar","thu",13.3,27,3.6,0,6.61
6,3,"apr","sun",13.7,33,9.4,0,61.13
5,4,"apr","sun",17.6,27,5.8,0,0
4,3,"may","fri",18,40,4,0,38.48
8,3,"jun","mon",14.3,79,4,0,1.94
9,4,"jun","sat",24.5,50,3.1,0,70.32
4,3,"jun","thu",26.4,35,2.7,0,10.08
2,5,"jun","thu",22.7,40,9.4,0,3.19
7,4,"jul","sun",18.2,82,4.5,0,2.21
9,9,"jul","thu",30.2,25,4.5,0,2.75
4,3,"jul","thu",30.2,22,4.9,0,0
2,5,"aug","sun",33.1,25,4,0,26.43
2,4,"aug","mon",30.6,28,3.6,0,2.07
4,4,"aug","wed",28.7,33,4,0,0
4,4,"aug","Thursday",32.4,21,4.5,0,0
1,3,"aug","fri",32.4,27,2.2,0,0
1,3,"aug","fri",27.5,29,4.5,0,43.32
6,6,"aug","sat",30.8,30,4.9,0,8.59
6,6,"aug","mon",23.9,42,2.2,0,0
4,4,"aug","tue",20.7,69,4.9,0.4,0
1,2,"aug","fri",18.5,73,8.5,0,0
1,2,"aug","fri",25.9,41,3.6,0,0
5,4,"aug","fri",21.1,71,7.6,1.4,2.17
