"X","Y","month","day","temp","RH","wind","rain","area"
7,4,"aug","sun",16.4,47,1.3,0,1.56
2,4,"sep","sat",28.6,27,2.2,0,1.61
7,4,"sep","fri",19,34,5.8,0,1.69
7,4,"mar","mon",16.1,29,3.1,0,1.75
6,4,"aug","thu",20.3,41,4,0,1.9
6,3,"mar","sat",15.2,31,8.5,0,1.94
8,5,"sep","sun",17.8,67,2.2,0,2.01
6,5,"mar","thu",57.7,70,4.5,0,2.14
6,5,"aug","wed",16.6,47,0.9,0,2.29
6,5,"aug","wed",23.4,33,4.5,0,2.51
8,6,"aug","thu",20.7,45,2.2,0,2.55
8,6,"aug","wed",17.4,50,4,0,2.69
7,4,"aug","sun",20.1,39,5.4,0,2.74
4,4,"sep","mon",17.7,39,2.2,0,3.07
1,4,"aug","sat",20.3,39,4.9,0,4.53
6,5,"apr","thu",5.8,54,5.8,0,4.61
2,5,"sep","wed",18.3,45,2.2,0,4.88
1,3,"sep","sun",23.9,32,6.7,0,5.33
8,6,"oct","mon",19.1,32,4,0,5.44
5,4,"feb","sun",12.4,53,2.2,0,6.38
8,6,"aug","fri",20.8,34,4.9,0,6.96
8,6,"mar","sun",11.5,39,5.8,0,7.19
1,5,"sep","mon",21,42,2.2,0,7.3
7,4,"mar","sun",11.5,60,4,0,8.24
2,2,"aug","tue",24.6,22,4.5,0,8.71
4,5,"sep","wed",24.3,25,NA,0,9.41
2,5,"aug","fri",23.5,36,5.4,0,10.02
1,5,"sep","tue",21.6,33,2.2,0,11.53
6,5,"mar","sun",12.4,54,3.6,0,12.1
8,6,"oct","wed",20.2,37,2.7,0,13.7
2,2,"aug","sat",22.9,31,7.2,0,15.45
6,5,"sep","fri",19.6,33,6.3,0,19.23
8,3,"sep","thu",23.2,26,4.9,0,23.41
4,4,"oct","sat",18.4,25,3.1,0,24.23
7,4,"aug","sat",5.1,96,5.8,0,26
7,4,"sep","fri",20.1,47,4.9,0,26.13
7,3,"mar","mon",11,46,5.8,0,27.35
4,4,"mar","sat",17,27,4.9,0,28.66
4,4,"sep","sun",16.9,60,1.3,0,29.48
1,3,"sep","mon",12.4,73,6.3,0,30.32
4,5,"sep","Wednesday",19.4,19,1.3,0,31.72
6,5,"mar","mon",15.2,27,3.1,0,31.86
8,6,"aug","sun",16.2,59,3.1,0,32.07
4,3,"mar","mon",11,46,5.8,0,36.85
2,2,"jul","fri",13.4,79,3.6,0,37.02
4,4,"sep","sun",83.6,39,4.9,0,48.55
7,5,"oct","mon",16.1,44,4,0,49.37
4,6,"sep","sun",28.3,26,3.1,0,64.1
8,6,"aug","sat",16.4,43,4,0,71.3
4,4,"sep","wed",26.4,21,4.5,0,88.49
9,4,"sep","tue",24.3,36,3.1,0,105.66
8,6,"aug","sun",19.6,41,5.8,0,196.48
2,2,"sep","sat",18.2,46,1.8,0,200.94
7,5,"apr","sun",13.4,75,1.8,0,0
4,4,"apr","fri",16.7,20,3.1,0,0
7,4,"aug","sun",21.9,73,7.6,1,0
2,4,"aug","sun",22.4,54,7.6,0,2.87
3,4,"aug","sun",26.8,38,6.3,0,0.76
5,4,"aug","sun",25.7,39,5.4,0,0.09
8,6,"aug","wed",28.7,28,2.7,0,0
8,5,"aug","wed",26.8,25,3.1,0,0.68
8,5,"aug","wed",24,36,3.1,0,0.24
6,5,"aug","wed",22.1,37,3.6,0,0.21
7,4,"aug","thu",21.4,38,2.7,0,1.52
6,3,"aug","thu",18.9,41,3.1,0,10.34
8,6,"aug","sat",23.9,41,2.2,0,8.02
3,4,"aug","sat",20.6,59,0.9,0,0
2,4,"aug","fri",21.4,42,3.1,0,4.25
6,3,"aug","fri",19.3,39,3.6,0,1.56
4,4,"aug","tue",22.1,54,7.6,0,0.79
2,2,"aug","tue",23.7,24,3.1,0,0
3,4,"aug","tue",21,32,3.1,0,0
4,4,"aug","tue",19.1,53,2.7,0,4.4
2,2,"aug","tue",21.8,56,3.1,0,0.52
8,6,"aug","tue",20.1,58,4.5,0,9.27
4,6,"dec","sun",4.8,57,8.5,0,8.98
8,6,"dec","wed",5.1,61,8,0,11.19
4,4,"dec","mon",4.6,21,8.5,0,17.85
3,4,"dec","mon",4.6,21,8.5,0,10.73
4,4,"July","mon",4.6,21,8.5,0,22.03
4,6,"dec","fri",2.2,59,4.9,0,9.27
5,4,"feb","fri",7.5,46,8,0,24.24
2,5,"jul","sun",23.4,40,6.3,0,0
2,5,"jul","sat",18.7,53,1.8,0,0
9,4,"jul","sat",25.3,39,0.9,0,8
4,5,"jul","fri",22.9,40,1.3,0,2.64
7,6,"jul","tue",26.9,28,5.4,0,86.45
8,6,"jul","tue",17.1,67,3.6,0,6.57
7,5,"jun","sun",22.2,48,1.3,0,0
8,6,"jun","sun",76.9,45,2.2,0,0
6,5,"jun","sat",10.6,90,2.7,0,0
6,5,"jun","mon",19.1,39,5.4,0,3.52
1,4,"sep","sun",19,52,2.2,0,0
2,4,"sep","sun",16,45,1.8,0,0
7,4,"sep","sun",25.3,27,2.7,0,0
6,5,"sep","wed",24.3,27,4.9,0,0
3,4,"sep","wed",18.5,30,2.7,0,0
4,5,"sep","thu",18.6,24,5.8,0,0
4,4,"sep","thu",19.2,24,4.9,0,3.78
5,4,"sep","thu",21.6,28,6.3,0,4.41
6,3,"sep","thu",18.9,34,7.2,0,34.36
6,5,"sep","thu",16.8,28,4,0,1.01
6,5,"sep","thu",13.7,56,1.8,0,4.42
1,4,"sep","sat",24.2,27,3.1,0,0
5,4,"sep","sat",24.1,27,3.1,0,0
6,5,"sep","sat",19.7,35,1.8,0,0
4,3,"sep","sat",23.5,27,4,0,3.33
4,4,"sep","sat",NA,41,2.2,0,11.22
1,4,"sep","mon",18.1,54,3.1,0,2.13
2,3,"sep","mon",18,51,5.4,0,0
7,4,"sep","mon",19.3,44,2.2,0,0
6,3,"sep","mon",23,34,2.2,0,56.04
8,6,"sep","mon",22.7,35,2.2,0,7.48
8,6,"sep","mon",15.9,51,4.5,0,2.18
6,3,"sep","mon",12.2,66,4.9,0,6.1
5,4,"sep","fri",12.8,64,3.6,0,1.64
4,4,"sep","fri",15.4,53,6.3,0,7.31
7,4,"sep","fri",19.8,47,2.7,0,1.72
7,4,"sep","fri",18.7,50,2.2,0,5.97
4,4,"sep","fri",20.8,35,4.9,0,13.06
4,4,"sep","fri",20.8,35,4.9,0,1.26
1,4,"sep","fri",21.1,39,2.2,0,8.12
4,3,"sep","fri",17.3,45,4,0,3.94
4,3,"sep","tue",15.9,53,2.2,0,2.93
6,5,"sep","tue",19.6,45,3.1,0,20.03
4,5,"sep","tue",15.9,38,5.4,0,1.75
4,5,"sep","tue",16.4,27,3.6,0,0
6,5,"sep","sat",16.8,47,4.9,0,12.64
4,5,"sep","sun",13.8,77,7.6,0,0
7,4,"sep","sun",13.8,4.7,7.6,0,11.06
3,4,"jul","wed",14.2,58,4,0,0
4,5,"aug","sun",10.4,75,0.9,0,0
5,4,"aug","thu",20.3,42,2.7,0,0
6,5,"sep","sat",15.4,57,4.9,0,39.35
2,2,"aug","sat",21.9,42,2.2,0,174.63
4,5,"jan","sun",5.2,100,0.9,0,0
5,4,"jul","wed",19.3,39,7.2,0,7.73
8,6,"aug","thu",16.2,63,2.7,0,16.33
9,6,"aug","thu",20.5,58,2.7,0,42.87
8,4,"aug","sat",21.3,44,4.5,0,12.18
3,4,"sep","sun",20.6,55,5.4,0,24.59
6,4,"aug","fri",23.3,34,3.1,0,28.74
7,4,"aug","fri",23.3,34,3.1,0,0
1,3,"sep","sun",21.9,43,4,0,70.76
4,5,"feb","sun",10.1,62,1.8,0,51.78
9,5,"jun","wed",28,34,130.3,0,0
9,5,"jun","wed",28,34,4.5,0,8.16
3,4,"sep","thu",22.8,46,4,0,4.95
9,9,"aug","fri",25,36,4,0,0
8,6,"aug","thu",21.3,41,3.6,0,0
2,2,"aug","tue",27.9,27,2.2,0,0
6,5,"sep","sat",17,67,4.9,0,3.95
4,3,"sep","fri",19.9,44,3.1,0,7.8
7,4,"feb","fri",8.2,53,9.4,0,4.62
9,4,"jul","mon",22.8,27,4.5,0,1.63
7,5,"aug","sat",26.4,33,3.6,0,0
5,4,"aug","sun",24.1,50,4,0,0
8,6,"aug","thu",27.5,27,4.9,0,746.28
6,3,"jul","tue",26.3,39,3.1,0,7.02
6,5,"mar","Tuesday",13.8,24,5.8,0,0
8,8,"aug","wed",26.2,36,4.5,0,185.76
8,6,"jul","sun",29.3,27,3.6,0,6.3
1,3,"sep","sat",22.3,48,4,0,0.72
2,2,"aug","thu",20.4,56,2.2,0,0
2,4,"aug","mon",27.9,33,2.2,0,2.35
3,4,"aug","sun",24.6,44,4,0,3.2
1,3,"aug","sat",23.3,40,4,0,6.36
8,6,"aug","thu",23.9,38,6.7,0,0
1,4,"aug","fri",22.2,45,3.6,0,0
2,5,"jul","sat",23.8,51,1.8,0,0
8,6,"aug","mon",26.8,35,1.3,0,0.54
8,6,"aug","sat",14.2,73,2.7,0,0
2,5,"aug","sat",23.6,53,4,0,6.43
1,3,"sep","fri",19.1,46,2.2,0,0.33
5,4,"sep","fri",16.2,58,3.6,0,0
8,6,"aug","mon",25.5,29,1.8,0,1.23
6,5,"apr","mon",10.9,64,3.1,0,3.35
1,2,"jul","fri",14.8,78,8,0,0
2,5,"sep","fri",16.2,58,3.6,0,9.96
5,5,"aug","sun",17.3,80,4.5,0,0
6,5,"aug","sun",19.1,70,2.2,0,0
3,4,"mar","wed",8.9,35,8,0,0
7,4,"sep","wed",10.5,77,4,0,0
4,5,"aug","wed",23.4,49,5.4,0,6.43
1,4,"aug","fri",11.8,88,4.9,0,9.71
4,5,"aug","thu",17.4,54,3.1,0,0
3,4,"jul","mon",17.9,48,2.7,0,0
2,4,"aug","thu",16.6,59,2.7,0,0
1,4,"aug","wed",19.9,50,4,0,82.75
8,6,"aug","sat",18.9,64,4.9,0,3.32
1,4,"sep","sun",14.5,76,7.6,0,3.71
6,4,"feb","tue",5.1,77,5.4,0,2.14
5,4,"apr","sun",17.6,27,5.8,0,0
4,3,"may","fri",18,40,4,0,38.48
8,3,"jun","mon",14.3,3.1,4,0,1.94
4,3,"jul","sun",26.1,45,4,0,7.36
7,4,"jul","mon",22.6,57,4.9,0,278.53
4,3,"jul","thu",30.2,22,4.9,0,0
8,6,"aug","sun",31,27,5.4,0,0
5,4,"aug","tue",24.1,43,6.3,0,2
4,4,"aug","tue",19.4,71,7.6,0,46.7
4,4,"aug","wed",20.6,58,1.3,0,0
4,4,"aug","wed",28.7,33,4,0,0
4,4,"aug","thu",32.4,21,4.5,0,0
1,3,"aug","fri",32.4,27,2.2,0,0
6,6,"aug","sat",30.8,30,4.9,0,8.59
6,6,"aug","mon",23.9,42,2.2,0,0
4,5,"aug","mon",32.6,26,3.1,0,2.77
6,5,"aug","tue",33.3,26,2.7,0,40.54
7,5,"aug","tue",21.6,65,4.9,0.8,0
4,4,"aug","tue",20.7,69,4.9,0.4,0
4,3,"aug","wed",28.9,29,4.9,0,49.59
1,2,"aug","thu",26.7,35,1.8,0,5.8
1,2,"aug","fri",18.5,73,8.5,0,0
1,2,"aug","fri",25.9,41,3.6,0,0
5,4,"aug","fri",21.1,71,7.6,1.4,2.17
8,6,"aug","sun",27.8,35,2.7,0,0
4,3,"aug","sun",27.8,32,2.7,0,6.44
1,4,"aug","sat",25.6,42,4,0,0
