"X","Y","month","day","temp","RH","wind","rain","area"
4,6,"sep","thu",17.6,42,3.1,0,0
3,5,"mar","tue",14.9,38,2.7,0,0
3,6,"sep","sun",17.2,58,1.3,0,0
9,9,"jul","tue",18,42,2.7,0,0.36
1,4,"sep","tue",21.7,38,2.2,0,0.43
1,2,"jul","sat",16.6,53,5.4,0,0.71
8,3,"sep","tue",24.2,28,3.6,0,0.96
2,2,"aug","tue",17.4,43,6.7,0,1.07
6,5,"jun","fri",23.2,39,5.4,0,1.19
5,4,"sep","fri",20.1,47,4.9,0,1.46
1,5,"sep","sat",29.6,27,2.7,0,1.46
2,2,"aug","wed",18.4,45,3.6,0,1.63
2,4,"aug","wed",20.5,2.5,4,0,1.64
7,4,"mar","mon",16.1,29,3.1,0,1.75
6,4,"aug","thu",20.3,41,4,0,1.9
8,6,"sep","sat",17.8,56,1.8,0,1.95
8,5,"sep","sun",17.8,67,2.2,0,2.01
6,5,"mar","thu",5.3,70,4.5,0,2.14
6,5,"aug","wed",16.6,47,0.9,0,2.29
6,5,"mar","fri",14.6,26,9.4,0,2.53
8,6,"aug","thu",20.7,45,2.2,0,2.55
5,4,"sep","wed",21.9,35,1.8,0,2.57
1,4,"aug","sat",14.2,53,1.8,0,3.5
2,5,"aug","sun",19.2,44,2.7,0,4.69
8,6,"aug","tue",14.4,1.3,5.4,0,5.23
8,6,"oct","mon",19.1,32,4,0,5.44
5,4,"feb","sun",12.4,53,2.2,0,6.38
2,5,"sep","tue",17.6,46,3.1,0,7.04
6,4,"mar","sat",13.3,42,0.9,0,7.4
6,5,"mar","Monday",11.7,33,4,0,8.31
2,5,"aug","thu",24.2,28,2.7,0,8.68
4,5,"sep","wed",24.3,25,4,0,9.41
2,2,"aug","tue",24.6,22,4.5,0,10.01
6,5,"apr","thu",5.8,54,5.8,0,10.93
4,5,"sep","thu",21.5,15,0.9,0,11.06
3,4,"sep","tue",13.9,59,6.3,0,11.24
2,4,"sep","mon",22.6,38,3.6,0,11.32
1,5,"sep","tue",21.6,33,2.2,0,11.53
6,5,"mar","sun",12.4,54,3.6,0,12.1
7,4,"feb","sun",8.8,68,2.2,0,13.05
7,5,"sep","tue",20.7,37,2.2,0,17.2
6,5,"sep","fri",19.6,33,6.3,0,19.23
7,4,"aug","sat",5.1,96,5.8,0,26
7,4,"sep","fri",20.1,47,4.9,0,26.13
7,3,"mar","mon",11,46,5.8,0,27.35
4,4,"sep","sun",16.9,60,1.3,0,29.48
4,5,"sep","wed",19.4,19,1.3,0,31.72
7,4,"sep","wed",15.4,57,4.5,0,37.71
4,4,"sep","sun",22.9,39,4.9,0,48.55
7,5,"oct","mon",16.1,44,4,0,49.37
4,6,"sep","sun",28.3,26,3.1,0,64.1
8,6,"aug","sat",16.4,43,4,0,71.3
4,4,"sep","wed",26.4,21,4.5,0,88.49
9,4,"sep","tue",24.3,36,3.1,0,105.66
4,5,"sep","sat",17.7,25,3.1,0,154.88
2,2,"sep","sat",18.2,46,1.8,0,200.94
6,5,"sep","sat",25.1,27,4,0,1090.84
6,3,"apr","wed",15.2,51,2.7,0,0
4,4,"apr","fri",16.7,20,3.1,0,0
3,4,"aug","sun",76.3,38,6.3,0,0.76
2,4,"aug","wed",20.7,70,2.2,0,0.75
8,5,"aug","wed",26.8,25,3.1,0,0.68
8,5,"aug","wed",24,36,3.1,0,0.24
6,3,"aug","thu",18.9,41,3.1,0,10.34
8,6,"aug","sat",23.9,41,2.2,0,8.02
4,3,"aug","sat",21.4,44,2.7,0,0.68
7,4,"aug","sat",23.7,40,1.8,0,1.38
3,4,"aug","fri",11.2,84,7.6,0,3.3
2,4,"aug","fri",21.4,42,3.1,0,4.25
6,3,"aug","fri",19.3,39,3.6,0,1.56
4,4,"aug","fri",21.8,53,3.1,0,6.54
4,4,"aug","tue",22.1,54,7.6,0,0.79
3,4,"October","tue",21,32,3.1,0,0
4,4,"aug","tue",19.1,53,2.7,0,4.4
2,2,"aug","tue",21.8,56,3.1,0,0.52
2,5,"aug","tue",20.2,47,4,0,3.09
4,6,"dec","Thursday",4.8,57,8.5,0,8.98
4,4,"dec","mon",4.6,21,8.5,0,17.85
4,4,"dec","mon",4.6,21,8.5,0,22.03
4,4,"dec","mon",4.6,21,8.5,0,9.77
7,6,"jul","wed",12.6,90,7.6,0.2,0
7,4,"jul","sat",22.1,49,2.7,0,0
2,5,"jul","sat",18.7,53,1.8,0,0
4,5,"jul","fri",22.9,40,1.3,0,2.64
7,6,"jul","tue",26.9,28,5.4,0,86.45
7,5,"jun","sun",22.2,48,1.3,0,0
6,4,"jun","sun",14.3,46,1.8,0,0.9
8,6,"jun","sun",15.4,45,2.2,0,0
8,6,"jun","wed",19.6,43,4.9,0,0
6,5,"jun","mon",59,25,4.9,0,0
3,6,"jun","fri",19.2,38,4.5,0,0
6,5,"may","sat",11.3,94,4.9,0,0
7,4,"sep","sun",76.6,53,5.4,0,0.41
3,4,"sep","sun",23.8,35,3.6,0,5.18
2,4,"sep","sun",16,45,1.8,0,0
2,4,"sep","sun",24.9,27,2.2,0,0
7,4,"sep","sun",25.3,27,2.7,0,0
6,3,"sep","sun",24.8,28,1.8,0,14.29
2,4,"sep","sun",12.2,78,6.3,0,0
6,5,"sep","wed",24.3,27,4.9,0,0
4,4,"sep","wed",19.7,41,1.8,0,1.58
3,4,"sep","wed",18.5,30,2.7,0,0
4,5,"sep","thu",18.6,24,5.8,0,0
4,4,"sep","thu",19.2,24,4.9,0,3.78
6,5,"sep","thu",21.6,27,2.2,0,0
6,3,"sep","thu",18.9,34,7.2,0,34.36
1,4,"sep","thu",16.8,28,4,0,7.21
3,5,"sep","thu",12.9,39,2.7,0,2.18
6,5,"sep","thu",13.7,56,1.8,0,4.42
5,4,"sep","sat",24.1,27,3.1,0,0
4,3,"sep","sat",23.5,27,4,0,3.33
3,3,"sep","sat",24.2,27,3.1,0,6.58
7,4,"sep","sat",21.5,28,4.5,0,15.64
4,4,"sep","sat",17.1,41,2.2,0,11.22
2,3,"sep","mon",18,51,5.4,0,0
7,4,"sep","mon",19.3,44,2.2,0,0
6,3,"sep","mon",23,34,2.2,0,56.04
2,4,"sep","mon",20.4,41,1.8,0,1.47
8,6,"sep","mon",15.7,51,2.2,0,0
6,3,"sep","mon",20.6,37,1.8,0,0
8,6,"sep","mon",15.9,51,4.5,0,2.18
6,3,"sep","mon",12.2,66,4.9,0,6.1
2,2,"sep","mon",16.8,43,3.1,0,5.83
1,4,"sep","mon",21.3,35,2.2,0,28.19
5,4,"sep","fri",10.1,75,3.6,0,0
5,4,"sep","fri",12.8,64,3.6,0,1.64
5,4,"sep","fri",10.1,75,3.6,0,3.71
7,4,"sep","fri",19.8,47,2.7,0,1.72
4,4,"sep","fri",20.8,35,4.9,0,13.06
6,3,"sep","fri",15.9,55,3.6,0,0
1,4,"sep","fri",21.1,39,2.2,0,8.12
6,5,"sep","fri",18.4,42,2.2,0,1.09
4,3,"sep","fri",17.3,45,NA,0,3.94
7,4,"sep","fri",15.2,64,3.1,0,0.52
4,3,"sep","tue",15.9,53,2.2,0,2.93
6,5,"sep","tue",19.6,45,3.1,0,20.03
4,5,"sep","tue",15.9,38,5.4,0,1.75
6,5,"sep","sat",16.8,47,4.9,0,12.64
7,4,"sep","sun",13.8,77,7.6,0,11.06
5,4,"aug","thu",20.3,42,2.7,0,0
6,5,"sep","sat",15.4,57,4.9,0,39.35
2,2,"aug","sat",21.9,42,2.2,0,174.63
6,5,"mar","thu",8.7,51,5.8,0,0
8,6,"aug","thu",16.2,63,2.7,0,16.33
8,6,"aug","wed",28.2,29,1.8,0,5.86
9,6,"aug","thu",20.5,58,2.7,0,42.87
2,4,"aug","sun",20.9,50,2.2,0,16
5,5,"mar","thu",11.6,48,5.4,0,0
7,4,"aug","fri",23.3,34,3.1,0,0
7,4,"November","mon",7.5,71,6.3,0,9.96
6,5,"feb","mon",5.3,68,1.8,0,0
5,6,"aug","sun",24.3,33,3.6,0,3.63
1,2,"aug","sat",25.9,32,3.1,0,0
9,5,"jun","wed",28,34,4.5,0,0
9,5,"jun","wed",28,34,4.5,0,8.16
3,4,"sep","thu",22.8,46,4,0,4.95
9,9,"aug","fri",25,36,4,0,0
2,4,"sep","wed",21.8,34,2.2,0,6.04
2,2,"aug","tue",27.9,27,2.2,0,0
4,5,"feb","sat",14.2,46,4,0,0
4,3,"sep","fri",19.9,44,3.1,0,7.8
1,4,"jul","tue",23.4,31,5.4,0,0
7,4,"feb","fri",8.2,53,9.4,0,4.62
9,4,"jul","mon",22.8,27,4.5,0,1.63
7,5,"aug","sat",26.4,33,3.6,0,0
6,3,"jul","tue",26.3,39,3.1,0,7.02
2,4,"aug","sun",24.9,42,5.4,0,2.44
2,5,"aug","sun",24.8,36,4,0,3.05
2,4,"aug","wed",30.8,19,4.5,0,0
1,3,"sep","sat",22.3,48,4,0,0.72
8,6,"aug","sat",26.9,31,3.6,0,4.96
2,2,"aug","thu",20.4,56,2.2,0,0
1,3,"aug","thu",26.2,34,5.8,0,0
7,4,"sep","thu",19.4,45,3.6,0,0
1,3,"aug","sat",23.3,40,4,0,6.36
2,4,"aug","sun",20.9,66,4.9,0,15.34
2,5,"jul","sat",23.8,51,1.8,0,0
8,6,"aug","mon",26.8,35,1.3,0,0.54
2,5,"aug","sat",23.6,53,4,0,6.43
1,3,"sep","fri",19.1,46,2.2,0,0.33
2,5,"sep","fri",16.2,58,3.6,0,9.96
5,5,"aug","sun",17.3,80,4.5,0,0
3,4,"mar","wed",8.9,35,8,0,0
7,4,"sep","wed",10.5,77,4,0,0
7,4,"aug","sun",19.3,61,4.9,0,0
1,4,"aug","fri",11.8,88,4.9,0,9.71
7,4,"aug","mon",17.7,65,4,0,0
4,5,"aug","thu",17.4,54,3.1,0,0
3,4,"aug","thu",16.8,56,3.1,0,0
3,4,"jul","mon",17.9,48,2.7,0,0
1,4,"aug","wed",19.9,50,4,0,82.75
8,6,"aug","sat",18.9,64,4.9,0,3.32
7,4,"aug","sat",15.5,72,8,0,1.94
1,4,"sep","sun",14.5,76,7.6,0,3.71
6,4,"feb","tue",5.1,77,5.4,0,2.14
2,2,"feb","sat",4.6,59,0.9,0,6.84
6,5,"mar","mon",10.2,45,5.8,0,3.18
3,4,"mar","wed",11.2,41,5.4,0,5.55
6,5,"mar","thu",13.3,27,3.6,0,6.61
5,4,"apr","sun",17.6,27,5.8,0,0
2,5,"jun","thu",22.7,40,9.4,0,3.19
7,4,"jul","sun",18.2,82,4.5,0,2.21
7,4,"jul","Friday",22.6,57,4.9,0,278.53
9,9,"jul","thu",30.2,25,4.5,0,2.75
8,6,"aug","sun",31,27,5.4,0,0
2,5,"aug","sun",33.1,25,4,0,26.43
4,4,"aug","wed",28.7,33,4,0,0
4,4,"aug","thu",32.4,21,4.5,0,0
1,3,"aug","fri",27.5,29,4.5,0,43.32
6,6,"aug","sat",30.8,30,4.9,0,8.59
6,5,"aug","tue",33.3,26,2.7,0,40.54
8,6,"aug","tue",21.6,65,4.9,0.8,0
7,5,"aug","tue",21.6,65,4.9,0.8,0
4,4,"aug","tue",20.7,69,4.9,0.4,0
1,2,"aug","thu",26.7,35,1.8,0,5.8
1,2,"aug","fri",18.5,73,8.5,0,0
1,2,"aug","fri",25.9,41,3.6,0,0
5,4,"aug","fri",21.1,71,7.6,1.4,2.17
6,5,"aug","fri",18.2,62,5.4,0,0.43
2,4,"aug","sun",21.9,71,5.8,0,54.29
7,4,"aug","sun",21.2,70,6.7,0,11.16
1,4,"aug","sat",25.6,42,4,0,0
