"X","Y","month","day","temp","RH","wind","rain","area"
4,5,"mar","fri",12.7,52,6.3,0,0
4,5,"aug","sun",21.4,33,3.1,0,0
4,4,"mar","fri",13.7,43,5.8,0,0
3,4,"mar","fri",18.8,18,4.5,0,0
3,4,"sep","sun",22.8,39,3.6,0,0
3,4,"sep","mon",18.9,35,2.7,0,0
3,4,"mar","tue",15.8,27,7.6,0,0
3,5,"mar","tue",15.5,27,6.3,0,0
3,4,"mar","mon",10.6,30,4,0,0
3,4,"aug","mon",10.3,74,2.2,0,0
3,4,"aug","mon",80.6,43,5.4,0,0
3,4,"sep","sun",22.5,42,5.4,0,0
3,4,"sep","tue",17.9,45,3.1,0,0
3,5,"mar","mon",9,49,2.2,0,0
3,5,"oct","wed",15.9,46,3.6,0,0
4,6,"feb","sat",15.4,40,2.7,0,0
4,6,"mar","mon",14,39,3.1,0,0
4,6,"mar","sun",10.6,46,4.9,0,0
4,6,"sep","thu",17.6,42,3.1,0,0
3,6,"sep","mon",15.6,66,3.1,0,0
1,4,"sep","tue",21.7,38,2.2,0,0.43
2,5,"sep","mon",21.9,39,1.8,0,0.47
1,2,"aug","wed",23.3,31,4.5,0,0.55
8,6,"aug","fri",21.2,51,8.9,0,0.61
1,2,"jul","sat",16.6,53,5.4,0,0.71
2,5,"aug","wed",23.8,32,5.4,0,0.77
6,5,"aug","thu",27.4,22,4,0,0.9
8,3,"sep","tue",24.2,28,3.6,0,0.96
6,5,"jun","fri",23.2,39,5.4,0,1.19
5,4,"sep","fri",20.1,47,4.9,0,1.46
7,4,"aug","sun",16.4,47,1.3,0,1.56
2,4,"sep","sat",28.6,27,2.2,0,1.61
2,2,"aug","wed",18.4,45,3.6,0,1.63
2,4,"aug","wed",20.5,35,4,0,1.64
7,4,"mar","mon",16.1,29,3.1,0,1.75
6,4,"aug","thu",20.3,41,4,0,1.9
6,3,"mar","sat",15.2,31,8.5,0,1.94
8,5,"sep","sun",17.8,67,2.2,0,2.01
6,5,"mar","thu",5.3,70,4.5,0,2.14
6,5,"aug","wed",16.6,47,0.9,0,2.29
6,5,"aug","wed",23.4,33,4.5,0,2.51
6,5,"mar","fri",14.6,26,9.4,0,2.53
5,4,"sep","wed",21.9,35,1.8,0,2.57
7,4,"aug","sun",20.1,39,5.4,0,2.74
4,4,"sep","mon",17.7,39,132,0,3.07
6,5,"apr","thu",5.8,54,5.8,0,4.61
2,5,"aug","sun",19.2,44,2.7,0,4.69
8,6,"aug","tue",14.4,66,5.4,0,5.23
1,3,"sep","sun",23.9,32,6.7,0,5.33
7,4,"oct","mon",16.8,45,4.5,0,6.83
8,6,"aug","fri",20.8,34,4.9,0,6.96
8,6,"mar","sun",11.5,39,5.8,0,7.19
1,5,"sep","mon",21,42,2.2,0,7.3
6,4,"mar","sat",13.3,42,0.9,0,7.4
7,4,"mar","sun",11.5,60,4,0,8.24
6,5,"mar","fri",11.7,33,4,0,8.31
2,5,"aug","thu",24.2,28,2.7,0,8.68
2,2,"aug","tue",24.6,22,4.5,0,8.71
4,5,"sep","wed",24.3,25,4,0,9.41
2,2,"aug","tue",24.6,22,4.5,0,10.01
2,5,"aug","fri",23.5,36,5.4,0,10.02
6,5,"May","thu",5.8,54,5.8,0,10.93
4,5,"sep","thu",21.5,15,0.9,0,11.06
3,4,"sep","tue",13.9,59,6.3,0,11.24
2,4,"sep","mon",22.6,38,3.6,0,11.32
1,5,"sep","tue",21.6,33,2.2,0,11.53
8,6,"oct","wed",20.2,4.1,2.7,0,13.7
5,6,"mar","sat",15.1,64,4,0,13.99
4,5,"sep","thu",22.1,34,1.8,0,14.57
2,2,"aug","sat",22.9,31,7.2,0,15.45
6,5,"sep","fri",19.6,33,6.3,0,19.23
4,4,"oct","sat",18.4,25,3.1,0,24.23
7,3,"mar","mon",11,46,5.8,0,27.35
4,4,"sep","sun",16.9,60,1.3,0,29.48
4,5,"sep","wed",19.4,19,1.3,0,31.72
8,6,"aug","sun",16.2,59,3.1,0,32.07
3,4,"sep","fri",18.6,49,3.6,0,35.88
4,3,"mar","mon",11,46,5.8,0,36.85
2,2,"jul","fri",13.4,79,3.6,0,37.02
4,6,"sep","sun",28.3,26,3.1,0,64.1
4,4,"sep","wed",26.4,21,4.5,0,88.49
6,4,"sep","tue",18.7,43,2.7,0,103.39
9,4,"sep","tue",24.3,36,3.1,0,105.66
4,5,"sep","sat",17.7,25,3.1,0,154.88
8,6,"aug","sun",19.6,41,5.8,0,196.48
2,2,"sep","sat",18.2,46,1.8,0,200.94
6,5,"sep","sat",25.1,27,4,0,1090.84
7,5,"apr","sun",13.4,75,1.8,0,0
6,3,"apr","wed",15.2,51,2.7,0,0
4,4,"apr","fri",16.7,20,3.1,0,0
2,4,"aug","sun",15.4,66,4,0,10.13
2,4,"aug","sun",22.4,54,7.6,0,2.87
3,4,"aug","sun",26.8,38,6.3,0,0.76
5,4,"aug","sun",25.7,39,5.4,0,0.09
7,4,"aug","thu",21.4,38,2.7,0,1.52
2,5,"aug","thu",22.3,46,4,0,0
8,6,"aug","sat",23.9,41,2.2,0,8.02
3,4,"aug","sat",20.6,59,0.9,0,0
2,4,"aug","mon",28.3,32,4,0,8.85
3,4,"aug","fri",11.2,84,7.6,0,3.3
2,4,"aug","fri",21.4,42,3.1,0,4.25
4,4,"aug","tue",22.1,54,7.6,0,0.79
3,4,"aug","tue",21,32,3.1,0,0
4,4,"aug","tue",19.1,53,2.7,0,4.4
2,2,"aug","tue",21.8,56,3.1,0,0.52
8,6,"aug","tue",20.1,58,4.5,0,9.27
2,5,"aug","tue",20.2,47,4,0,3.09
4,6,"dec","sun",4.8,57,8.5,0,8.98
8,6,"dec","wed",5.1,61,8,0,11.19
4,6,"dec","thu",5.1,61,4.9,0,5.38
4,4,"dec","mon",NA,21,8.5,0,22.03
4,6,"dec","fri",2.2,59,4.9,0,9.27
6,5,"dec","tue",5.1,24,8.5,0,24.77
3,4,"feb","wed",8.8,35,3.1,0,1.1
2,5,"jul","sun",23.4,40,6.3,0,0
7,4,"jul","sat",22.1,49,2.7,0,0
7,4,"jul","sat",24.2,32,1.8,0,0
2,5,"jul","sat",18.7,53,1.8,0,0
9,4,"jul","sat",25.3,39,0.9,0,8
4,5,"jul","fri",22.9,40,1.3,0,2.64
7,6,"jul","tue",26.9,28,5.4,0,86.45
8,6,"jun","sun",15.4,45,2.2,0,0
8,6,"jun","wed",19.6,43,4.9,0,0
6,5,"jun","sat",10.6,90,2.7,0,0
6,5,"jun","mon",20.7,25,4.9,0,0
6,5,"jun","mon",19.1,39,5.4,0,3.52
6,5,"may","sat",11.3,94,4.9,0,0
1,4,"sep","sun",19,52,2.2,0,0
7,4,"sep","sun",17.1,53,5.4,0,0.41
2,4,"sep","sun",24.9,27,2.2,0,0
7,4,"sep","sun",25.3,27,2.7,0,0
6,3,"sep","sun",24.8,28,1.8,0,14.29
6,5,"sep","wed",24.3,27,4.9,0,0
4,4,"sep","Sunday",19.7,41,1.8,0,1.58
3,4,"sep","wed",18.5,30,2.7,0,0
4,5,"sep","thu",18.6,24,5.8,0,0
4,4,"sep","thu",19.2,24,4.9,0,3.78
6,5,"sep","thu",21.6,27,2.2,0,0
5,4,"sep","thu",21.6,28,6.3,0,4.41
1,4,"sep","thu",16.8,28,4,0,7.21
3,5,"February","thu",12.9,39,2.7,0,2.18
6,5,"sep","thu",13.7,56,1.8,0,4.42
1,4,"sep","sat",24.2,27,3.1,0,0
5,4,"sep","sat",24.1,27,3.1,0,0
6,5,"sep","sat",21.2,32,2.2,0,0
3,3,"sep","sat",24.2,27,3.1,0,6.58
4,4,"sep","sat",17.1,41,2.2,0,11.22
4,3,"sep","mon",9.8,86,1.8,0,0
8,6,"sep","mon",22.7,35,2.2,0,7.48
2,4,"sep","mon",20.4,41,1.8,0,1.47
2,5,"sep","mon",19.3,44,2.2,0,3.93
8,6,"sep","mon",15.7,51,2.2,0,0
8,6,"sep","mon",15.9,51,4.5,0,2.18
6,3,"sep","mon",12.2,66,4.9,0,6.1
5,4,"sep","fri",12.8,64,3.6,0,1.64
4,4,"sep","fri",15.4,53,6.3,0,7.31
7,4,"sep","fri",18.7,50,2.2,0,5.97
4,4,"sep","fri",20.8,35,4.9,0,13.06
4,4,"sep","fri",20.8,35,4.9,0,1.26
6,3,"sep","fri",15.9,55,3.6,0,0
6,3,"sep","fri",19.7,39,2.7,0,0
6,5,"sep","fri",18.4,42,2.2,0,1.09
4,5,"sep","tue",15.9,38,5.4,0,1.75
6,5,"sep","sat",16.8,47,4.9,0,12.64
4,5,"sep","sun",13.8,77,7.6,0,0
4,5,"aug","sun",10.4,75,0.9,0,0
5,4,"aug","thu",20.3,42,2.7,0,0
4,5,"jan","sun",5.2,100,0.9,0,0
5,4,"jul","wed",19.3,39,7.2,0,7.73
8,6,"aug","thu",16.2,63,2.7,0,16.33
8,4,"aug","sat",21.3,44,4.5,0,12.18
2,4,"aug","sun",20.9,50,2.2,0,16
5,5,"mar","thu",11.6,48,5.4,0,0
6,4,"aug","fri",23.3,34,3.1,0,28.74
7,4,"aug","fri",23.3,34,3.1,0,0
7,4,"feb","mon",7.5,71,6.3,0,9.96
4,3,"sep","sun",20.4,55,4.9,0,3.64
5,6,"aug","sun",24.3,33,3.6,0,3.63
1,2,"aug","sat",25.9,32,3.1,0,0
9,5,"jun","wed",28,34,4.5,0,0
2,4,"sep","wed",21.8,34,2.2,0,6.04
2,2,"aug","tue",27.9,27,2.2,0,0
4,5,"feb","sat",14.2,46,4,0,0
6,3,"feb","fri",14.7,42,2.7,0,0
7,4,"feb","fri",8.2,53,9.4,0,4.62
5,4,"aug","sun",24.1,4.4,4,0,0
6,5,"mar","wed",13.8,24,5.8,0,0
8,8,"aug","wed",26.2,36,4.5,0,185.76
8,6,"aug","thu",20.4,56,2.2,0,0
2,4,"aug","mon",27.9,33,2.2,0,2.35
1,3,"aug","thu",26.2,34,5.8,0,0
3,4,"aug","sun",24.6,44,4,0,3.2
7,4,"sep","thu",19.4,45,3.6,0,0
1,3,"aug","sat",23.3,40,4,0,6.36
8,6,"aug","thu",23.9,38,6.7,0,0
2,4,"aug","sun",20.9,66,4.9,0,15.34
1,4,"aug","fri",22.2,45,3.6,0,0
8,6,"aug","mon",26.8,35,1.3,0,0.54
1,3,"sep","fri",19.1,46,2.2,0,0.33
8,6,"aug","mon",25.5,29,1.8,0,1.23
1,2,"jul","fri",14.8,78,8,0,0
2,5,"sep","fri",16.2,58,3.6,0,9.96
5,5,"aug","sun",17.3,80,4.5,0,0
4,5,"aug","wed",23.4,49,5.4,0,6.43
7,4,"aug","mon",17.7,65,4,0,0
3,4,"aug","thu",16.8,56,3.1,0,0
3,4,"jul","mon",17.9,48,2.7,0,0
2,4,"aug","thu",16.6,59,2.7,0,0
7,4,"aug","sat",15.5,72,8,0,1.94
2,5,"aug","sat",18.9,64,4.9,0,0
8,6,"aug","sat",18.9,64,4.9,0,0
6,5,"feb","tue",4.6,82,6.3,0,5.39
6,3,"apr","sun",13.7,33,9.4,0,61.13
8,3,"jun","mon",14.3,79,4,0,1.94
9,4,"jun","sat",24.5,50,3.1,0,70.32
2,5,"jun","thu",22.7,40,9.4,0,3.19
4,3,"jul","thu",27.2,28,1.3,0,1.76
4,3,"jul","sun",26.1,45,4,0,7.36
7,4,"jul","sun",18.2,82,4.5,0,2.21
4,3,"jul","thu",54.3,22,4.9,0,0
3,4,"aug","sun",23.4,40,5.8,0,1.29
2,5,"aug","sun",33.1,25,4,0,26.43
2,4,"aug","mon",30.6,28,3.6,0,2.07
5,4,"aug","tue",24.1,43,6.3,0,2
4,4,"aug","thu",32.4,21,4.5,0,0
1,3,"September","fri",27.5,29,4.5,0,43.32
4,5,"aug","mon",32.6,26,3.1,0,2.77
3,4,"aug","tue",32.3,27,2.2,0,14.68
6,5,"aug","tue",33.3,26,2.7,0,40.54
7,5,"aug","tue",27.3,63,4.9,6.4,10.82
8,6,"aug","tue",21.6,65,4.9,0.8,0
7,5,"aug","tue",21.6,65,4.9,0.8,0
4,4,"aug","tue",20.7,69,4.9,0.4,0
2,4,"aug","wed",29.2,30,4.9,0,1.95
4,3,"aug","wed",28.9,29,4.9,0,49.59
1,2,"aug","fri",18.5,73,8.5,0,0
2,4,"aug","fri",25.9,41,3.6,0,0
5,4,"aug","fri",21.1,71,7.6,1.4,2.17
6,5,"aug","fri",18.2,62,5.4,0,0.43
8,6,"aug","sun",27.8,35,2.7,0,0
4,3,"aug","sun",27.8,32,2.7,0,6.44
2,4,"aug","sun",21.9,71,5.8,0,54.29
6,3,"nov","tue",11.8,31,4.5,0,0
