"X","Y","month","day","temp","RH","wind","rain","area"
2,5,"oct","sun",15.4,35,0.9,0,0
4,6,"feb","sat",15.4,40,2.7,0,0
4,6,"mar","mon",14,39,3.1,0,0
4,6,"sep","thu",17.6,42,3.1,0,0
3,5,"mar","tue",14.9,38,2.7,0,0
3,5,"aug","sat",17.6,52,5.8,0,0
3,6,"sep","mon",15.6,66,3.1,0,0
9,9,"jul","tue",18,42,2.7,0,0.36
1,2,"aug","wed",23.3,31,4.5,0,0.55
8,6,"aug","fri",21.2,51,8.9,0,0.61
1,2,"jul","sat",16.6,53,5.4,0,0.71
2,5,"aug","wed",23.8,32,5.4,0,0.77
5,4,"mar","mon",13.2,40,5.4,0,0.95
8,3,"sep","tue",24.2,28,3.6,0,0.96
2,2,"aug","tue",17.4,43,6.7,0,1.07
8,6,"sep","thu",23.7,25,4.5,0,1.12
6,5,"jun","fri",23.2,39,5.4,0,1.19
5,4,"sep","fri",20.1,47,4.9,0,1.46
1,5,"sep","sat",29.6,27,2.7,0,1.46
6,4,"aug","thu",20.3,41,4,0,1.9
6,3,"mar","sat",15.2,31,8.5,0,1.94
8,6,"sep","sat",NA,56,1.8,0,1.95
8,5,"sep","sun",17.8,67,2.2,0,2.01
6,5,"aug","wed",23.4,33,4.5,0,2.51
6,5,"mar","fri",14.6,26,9.4,0,2.53
8,6,"aug","wed",17.4,50,4,0,2.69
1,4,"aug","sat",14.2,53,1.8,0,3.5
1,4,"aug","sat",20.3,39,4.9,0,4.53
2,5,"sep","wed",18.3,45,2.2,0,4.88
8,6,"aug","tue",14.4,66,5.4,0,5.23
5,4,"feb","sun",12.4,53,2.2,0,6.38
8,6,"aug","fri",20.8,34,4.9,0,6.96
7,4,"mar","sun",11.5,60,4,0,8.24
6,5,"mar","fri",11.7,33,4,0,8.31
2,2,"aug","tue",24.6,22,4.5,0,8.71
4,5,"sep","wed",24.3,25,4,0,9.41
2,2,"aug","tue",24.6,22,4.5,0,10.01
6,5,"apr","thu",5.8,54,5.8,0,10.93
4,5,"sep","thu",21.5,15,0.9,0,11.06
3,4,"sep","tue",13.9,59,6.3,0,11.24
6,5,"mar","sun",12.4,54,3.6,0,12.1
8,6,"oct","wed",20.2,37,2.7,0,13.7
4,5,"sep","thu",22.1,34,1.8,0,14.57
4,4,"oct","sat",18.4,25,3.1,0,24.23
7,4,"aug","sat",5.1,96,5.8,0,26
7,4,"sep","fri",20.1,47,4.9,0,26.13
7,3,"mar","mon",11,46,5.8,0,27.35
4,4,"mar","sat",17,27,4.9,0,28.66
4,4,"mar","sat",17,27,4.9,0,28.66
1,3,"sep","mon",12.4,73,6.3,0,30.32
6,5,"mar","mon",15.2,27,3.1,0,31.86
8,6,"aug","sun",16.2,59,3.1,0,32.07
2,2,"jul","fri",13.4,79,3.6,0,37.02
7,5,"oct","mon",16.1,44,4,0,49.37
8,6,"aug","sat",20.1,34,4.5,0,58.3
4,6,"sep","sun",28.3,26,3.1,0,64.1
8,6,"aug","sat",16.4,43,4,0,71.3
1,5,"sep","sun",27.8,27,3.1,0,95.18
9,4,"sep","tue",24.3,36,3.1,0,105.66
2,2,"sep","sat",18.2,46,1.8,0,200.94
6,3,"apr","wed",15.2,51,2.7,0,0
2,4,"aug","sun",15.4,66,4,0,10.13
7,4,"aug","sun",21.9,73,7.6,1,0
2,4,"aug","sun",22.4,54,7.6,0,2.87
5,4,"aug","sun",25.7,39,5.4,0,0.09
2,4,"aug","wed",20.7,70,2.2,0,0.75
8,6,"aug","wed",28.7,28,2.7,0,0
8,5,"aug","wed",26.8,25,3.1,0,0.68
8,5,"aug","wed",24,36,3.1,0,0.24
7,4,"aug","thu",21.4,38,2.7,0,1.52
2,5,"aug","thu",22.3,46,4,0,0
4,3,"aug","sat",21.4,44,2.7,0,0.68
3,4,"aug","sat",20.6,59,0.9,0,0
7,4,"aug","sat",23.7,40,1.8,0,1.38
2,4,"aug","mon",28.3,32,4,0,8.85
3,4,"aug","fri",11.2,84,7.6,0,3.3
2,4,"aug","fri",21.4,42,3.1,0,4.25
6,3,"aug","fri",19.3,39,3.6,0,1.56
4,4,"aug","fri",21.8,53,3.1,0,6.54
4,4,"aug","tue",22.1,54,7.6,0,0.79
3,4,"aug","tue",21,32,3.1,0,0
8,6,"aug","tue",20.1,58,4.5,0,9.27
2,5,"aug","tue",20.2,47,4,0,3.09
4,6,"dec","sun",4.8,57,8.5,0,8.98
8,6,"dec","wed",5.1,61,8,0,11.19
4,4,"dec","mon",4.6,21,8.5,0,17.85
6,3,"feb","sun",4.2,51,4,0,0
3,4,"feb","wed",8.8,35,3.1,0,1.1
5,4,"feb","fri",7.5,46,8,0,24.24
7,6,"jul","wed",12.6,90,7.6,0.2,0
7,4,"jul","sat",22.1,49,2.7,0,0
7,4,"jul","sat",24.3,30,1.8,0,0
2,5,"jul","sat",18.7,53,1.8,0,0
9,4,"jul","sat",25.3,39,0.9,0,8
4,5,"jul","fri",51.1,40,1.3,0,2.64
8,6,"jul","tue",17.1,67,3.6,0,6.57
8,6,"jun","wed",19.6,43,4.9,0,0
6,5,"jun","sat",10.6,90,2.7,0,0
6,5,"jun","mon",20.7,25,4.9,0,0
3,6,"jun","fri",19.2,38,4.5,0,0
3,6,"jun","fri",19.2,38,4.5,0,0
6,5,"may","sat",11.3,94,4.9,0,0
1,4,"sep","sun",19,52,2.2,0,0
3,4,"sep","sun",23.8,35,3.6,0,5.18
2,4,"sep","sun",16,45,1.8,0,0
7,4,"sep","sun",25.3,27,2.7,0,0
6,5,"sep","wed",24.3,27,4.9,0,0
4,4,"sep","wed",19.7,41,1.8,0,1.58
3,4,"sep","wed",18.5,30,2.7,0,0
6,5,"sep","thu",21.6,27,2.2,0,0
5,4,"sep","thu",21.6,4.1,6.3,0,4.41
1,4,"sep","thu",16.8,28,4,0,7.21
6,5,"sep","thu",16.8,28,4,0,1.01
3,5,"sep","thu",12.9,39,2.7,0,2.18
1,4,"sep","sat",24.2,27,3.1,0,0
4,3,"sep","sat",23.5,27,4,0,3.33
7,4,"sep","sat",21.5,28,4.5,0,15.64
4,4,"sep","sat",17.1,41,2.2,0,11.22
2,3,"sep","mon",18,51,5.4,0,0
6,3,"sep","mon",23,34,2.2,0,56.04
8,6,"sep","mon",22.7,35,2.2,0,7.48
2,4,"sep","mon",20.4,41,1.8,0,1.47
6,3,"sep","mon",20.6,37,1.8,0,0
6,3,"sep","mon",12.2,66,4.9,0,6.1
2,2,"sep","mon",16.8,43,3.1,0,5.83
1,4,"sep","mon",21.3,35,2.2,0,28.19
5,4,"sep","Thursday",10.1,75,3.6,0,0
5,4,"sep","fri",12.8,64,3.6,0,1.64
5,4,"sep","fri",10.1,75,3.6,0,3.71
7,4,"sep","fri",20.6,43,3.6,0,2.03
7,4,"sep","fri",19.8,47,2.7,0,1.72
4,4,"sep","fri",20.8,35,4.9,0,13.06
4,4,"sep","fri",20.8,35,4.9,0,1.26
6,5,"sep","fri",18.4,42,2.2,0,1.09
4,3,"sep","fri",17.3,45,4,0,3.94
7,4,"sep","fri",15.2,64,3.1,0,0.52
4,3,"sep","tue",15.9,53,2.2,0,2.93
6,5,"sep","tue",21.1,35,2.7,0,5.65
6,5,"sep","tue",19.6,45,3.1,0,20.03
4,5,"sep","tue",15.9,38,5.4,0,1.75
4,5,"sep","Saturday",16.4,27,3.6,0,0
6,5,"sep","sat",16.8,47,4.9,0,12.64
4,5,"sep","sun",13.8,77,7.6,0,0
3,4,"jul","wed",14.2,58,4,0,0
5,4,"aug","thu",20.3,42,2.7,0,0
6,5,"sep","fri",10.3,78,4,0,18.3
8,6,"aug","mon",21.1,54,2.2,0,0
6,5,"mar","thu",8.7,51,5.8,0,0
5,4,"jul","wed",19.3,39,7.2,0,7.73
8,6,"aug","Thursday",16.2,63,2.7,0,16.33
8,6,"aug","wed",28.2,29,1.8,0,5.86
8,4,"aug","sat",21.3,44,4.5,0,12.18
3,4,"sep","sun",81,55,5.4,0,24.59
5,5,"mar","thu",11.6,48,5.4,0,0
7,4,"aug","fri",23.3,34,3.1,0,0
7,4,"feb","mon",7.5,71,6.3,0,9.96
8,6,"sep","fri",20.7,46,2.7,0,30.18
6,5,"feb","mon",5.3,68,1.8,0,0
4,5,"feb","sun",10.1,62,1.8,0,51.78
5,6,"aug","sun",24.3,33,3.6,0,3.63
9,5,"jun","wed",28,34,4.5,0,0
9,5,"jun","wed",28,34,4.5,0,8.16
3,4,"sep","thu",22.8,46,4,0,4.95
9,9,"aug","fri",25,36,4,0,0
8,6,"aug","thu",21.3,41,3.6,0,0
2,2,"aug","tue",27.9,27,2.2,0,0
6,5,"sep","sat",17,67,4.9,0,3.95
1,4,"jul","tue",23.4,31,5.4,0,0
6,3,"feb","fri",14.7,42,2.7,0,0
7,4,"feb","fri",8.2,53,9.4,0,4.62
9,4,"jul","mon",22.8,27,4.5,0,1.63
7,5,"aug","sat",26.4,33,3.6,0,0
5,4,"aug","sun",24.1,50,4,0,0
6,3,"jul","tue",26.3,39,3.1,0,7.02
2,5,"aug","sun",24.8,36,4,0,3.05
8,8,"aug","wed",26.2,36,4.5,0,185.76
1,3,"sep","sat",22.3,48,4,0,0.72
8,6,"aug","thu",20.4,56,2.2,0,0
1,3,"aug","thu",26.2,34,5.8,0,0
3,4,"aug","sun",24.6,44,4,0,3.2
1,3,"aug","sat",23.3,40,4,0,6.36
8,6,"aug","thu",23.9,38,6.7,0,0
2,4,"aug","sun",20.9,66,4.9,0,15.34
1,4,"aug","fri",22.2,45,3.6,0,0
2,5,"jul","sat",23.8,51,1.8,0,0
8,6,"aug","sat",14.2,73,2.7,0,0
8,6,"aug","mon",25.5,29,1.8,0,1.23
2,5,"sep","fri",16.2,58,3.6,0,9.96
5,5,"aug","sun",17.3,80,4.5,0,0
3,4,"mar","wed",8.9,35,8,0,0
7,4,"sep","wed",10.5,77,4,0,0
7,4,"aug","sun",19.3,61,4.9,0,0
1,4,"aug","fri",11.8,88,4.9,0,9.71
4,5,"aug","thu",17.4,54,3.1,0,0
2,4,"aug","thu",16.6,59,2.7,0,0
1,4,"aug","wed",19.9,50,4,0,82.75
8,6,"aug","sat",18.9,64,4.9,0,3.32
2,5,"aug","sat",18.9,64,4.9,0,0
8,6,"aug","sat",18.9,64,4.9,0,0
6,4,"feb","tue",5.1,77,5.4,0,2.14
2,2,"feb","sat",4.6,59,0.9,0,6.84
6,5,"mar","mon",10.2,45,5.8,0,3.18
3,4,"mar","wed",11.2,41,5.4,0,5.55
6,5,"mar","thu",13.3,27,3.6,0,6.61
6,3,"apr","sun",13.7,33,9.4,0,61.13
5,4,"apr","sun",17.6,27,5.8,0,0
4,3,"may","fri",18,40,4,0,38.48
9,4,"jun","sat",24.5,50,3.1,0,70.32
2,5,"jun","thu",22.7,40,9.4,0,3.19
4,3,"jul","sun",73.1,45,4,0,7.36
7,4,"jul","mon",22.6,57,4.9,0,278.53
9,9,"jul","thu",30.2,25,4.5,0,2.75
4,3,"jul","thu",30.2,22,4.9,0,0
3,4,"aug","sun",23.4,40,5.8,0,1.29
8,6,"aug","sun",31,27,5.4,0,0
2,5,"aug","sun",33.1,25,4,0,26.43
5,4,"aug","tue",26.4,34,3.6,0,16.4
4,4,"aug","tue",19.4,71,7.6,0,46.7
4,4,"aug","wed",28.7,33,4,0,0
6,6,"aug","sat",30.8,30,4.9,0,8.59
4,5,"aug","mon",32.6,26,3.1,0,2.77
3,4,"aug","tue",32.3,27,2.2,0,14.68
7,5,"aug","tue",27.3,63,4.9,6.4,10.82
8,6,"aug","tue",21.6,65,4.9,0.8,0
4,3,"aug","wed",28.9,29,4.9,0,49.59
1,2,"aug","fri",18.5,73,8.5,0,0
2,4,"aug","fri",25.9,41,3.6,0,0
6,5,"aug","fri",18.2,62,5.4,0,0.43
8,6,"aug","sun",27.8,35,2.7,0,0
4,3,"aug","sun",27.8,32,2.7,0,6.44
2,4,"aug","sun",21.9,71,5.8,0,54.29
