"X","Y","month","day","temp","RH","wind","rain","area"
3,4,"oct","sun",20.6,24,5.4,0,0
3,5,"sep","fri",17.2,43,3.1,0,0
2,5,"oct","sun",15.4,35,0.9,0,0
4,6,"feb","sat",15.4,40,2.7,0,0
4,6,"mar","mon",14,39,3.1,0,0
3,5,"mar","tue",14.9,38,2.7,0,0
3,5,"aug","sat",17.6,52,5.8,0,0
3,6,"sep","sun",17.2,58,1.3,0,0
3,6,"sep","mon",15.6,66,3.1,0,0
9,9,"jul","tue",18,42,2.7,0,0.36
1,4,"sep","tue",21.7,38,2.2,0,0.43
1,2,"aug","wed",23.3,31,4.5,0,0.55
8,6,"aug","fri",21.2,51,8.9,0,0.61
6,5,"aug","thu",27.4,22,4,0,0.9
2,2,"aug","tue",17.4,43,6.7,0,1.07
8,6,"sep","thu",23.7,25,4.5,0,1.12
3,4,"jul","sat",24.6,43,1.8,0,1.43
5,4,"sep","fri",20.1,47,4.9,0,1.46
7,4,"aug","sun",16.4,47,1.3,0,1.56
2,4,"sep","sat",28.6,27,2.2,0,1.61
2,4,"aug","wed",20.5,35,4,0,1.64
7,4,"sep","fri",19,34,5.8,0,1.69
7,4,"mar","mon",16.1,29,3.1,0,1.75
6,3,"mar","sat",15.2,31,8.5,0,1.94
8,6,"sep","sat",17.8,56,1.8,0,1.95
6,5,"mar","thu",5.3,70,4.5,0,2.14
6,5,"aug","wed",16.6,47,0.9,0,2.29
6,5,"aug","wed",23.4,33,4.5,0,2.51
6,5,"mar","fri",14.6,26,9.4,0,2.53
8,6,"aug","wed",17.4,50,4,0,2.69
7,4,"aug","sun",20.1,39,5.4,0,2.74
1,4,"aug","sat",20.3,39,4.9,0,4.53
2,5,"sep","wed",18.3,45,2.2,0,4.88
8,6,"aug","tue",14.4,66,5.4,0,5.23
8,6,"oct","mon",19.1,32,4,0,5.44
8,6,"aug","fri",20.8,34,4.9,0,6.96
8,6,"mar","sun",11.5,39,5.8,0,7.19
1,5,"sep","mon",21,42,2.2,0,7.3
6,4,"mar","sat",13.3,42,0.9,0,7.4
7,4,"mar","sun",11.5,60,4,0,8.24
2,2,"aug","Thursday",24.6,22,4.5,0,8.71
6,5,"apr","thu",5.8,54,5.8,0,10.93
2,4,"sep","mon",22.6,38,3.6,0,11.32
1,5,"sep","tue",21.6,33,130.8,0,11.53
6,5,"mar","sun",12.4,54,3.6,0,12.1
7,4,"feb","sun",8.8,68,2.2,0,13.05
5,6,"mar","sat",15.1,64,4,0,13.99
4,5,"sep","thu",22.1,34,1.8,0,14.57
2,2,"aug","sat",22.9,31,7.2,0,15.45
7,5,"sep","tue",20.7,37,2.2,0,17.2
6,5,"sep","fri",19.6,33,6.3,0,19.23
7,4,"aug","sat",5.1,96,5.8,0,26
7,4,"sep","fri",20.1,47,4.9,0,26.13
7,3,"mar","mon",11,46,5.8,0,27.35
4,4,"mar","sat",17,27,4.9,0,28.66
4,5,"sep","wed",19.4,19,1.3,0,31.72
6,5,"mar","mon",15.2,27,3.1,0,31.86
3,4,"sep","fri",18.6,49,3.6,0,35.88
2,2,"jul","fri",13.4,79,3.6,0,37.02
4,4,"sep","sun",22.9,39,4.9,0,48.55
8,6,"aug","sat",20.1,34,4.5,0,58.3
4,6,"sep","sun",28.3,26,3.1,0,64.1
1,5,"sep","sun",27.8,27,3.1,0,95.18
4,5,"sep","sat",17.7,3.6,3.1,0,154.88
8,6,"aug","sun",19.6,41,5.8,0,196.48
2,2,"sep","sat",18.2,46,1.8,0,200.94
1,2,"sep","tue",18.8,40,2.2,0,212.88
6,5,"sep","sat",25.1,27,4,0,1090.84
7,5,"apr","sun",13.4,75,1.8,0,0
7,4,"aug","sun",21.9,73,7.6,1,0
2,4,"aug","sun",22.4,54,7.6,0,2.87
8,6,"aug","wed",28.7,28,2.7,0,0
3,4,"aug","wed",21.7,40,0.4,0,2.47
8,5,"aug","wed",26.8,25,3.1,0,0.68
8,5,"aug","wed",24,36,3.1,0,0.24
7,4,"aug","thu",21.4,38,2.7,0,1.52
2,5,"aug","thu",22.3,46,4,0,0
8,6,"aug","sat",23.9,41,2.2,0,8.02
4,4,"aug","tue",22.1,54,7.6,0,0.79
2,2,"aug","tue",23.7,24,3.1,0,0
4,4,"aug","tue",19.1,53,2.7,0,4.4
2,5,"aug","tue",20.2,47,4,0,3.09
4,6,"dec","sun",4.8,57,8.5,0,8.98
8,6,"dec","wed",5.1,61,8,0,11.19
4,6,"dec","thu",5.1,61,4.9,0,5.38
4,4,"dec","mon",4.6,21,8.5,0,17.85
3,4,"dec","mon",4.6,21,8.5,0,10.73
4,4,"dec","mon",4.6,21,8.5,0,22.03
4,4,"dec","mon",4.6,21,8.5,0,9.77
4,6,"dec","fri",2.2,59,4.9,0,9.27
6,5,"dec","tue",5.1,24,8.5,0,24.77
3,4,"feb","wed",8.8,35,3.1,0,1.1
5,4,"feb","fri",7.5,46,8,0,24.24
2,5,"jul","sun",23.4,40,6.3,0,0
2,5,"jul","sat",18.7,53,1.8,0,0
4,5,"jul","fri",22.9,40,1.3,0,2.64
7,6,"jul","tue",26.9,28,5.4,0,86.45
8,6,"jul","tue",17.1,67,3.6,0,6.57
8,6,"jun","wed",19.6,43,4.9,0,0
6,5,"jun","sat",10.6,90,2.7,0,0
6,5,"jun","mon",20.7,25,4.9,0,0
3,6,"jun","fri",65.7,38,4.5,0,0
3,6,"jun","fri",19.2,38,4.5,0,0
6,5,"may","sat",11.3,94,4.9,0,0
7,4,"sep","sun",17.1,53,5.4,0,0.41
2,4,"sep","sun",16,45,1.8,0,0
2,4,"sep","sun",12.2,78,6.3,0,0
3,4,"sep","wed",18.5,30,2.7,0,0
4,4,"sep","thu",19.2,24,4.9,0,3.78
6,3,"sep","thu",18.9,34,7.2,0,34.36
1,4,"sep","thu",16.8,28,4,0,7.21
3,5,"sep","thu",12.9,39,2.7,0,2.18
6,5,"sep","thu",13.7,56,1.8,0,4.42
1,4,"sep","sat",24.2,27,3.1,0,0
7,4,"sep","sat",21.5,28,4.5,0,15.64
4,4,"sep","sat",17.1,41,2.2,0,11.22
1,4,"sep","mon",18.1,54,3.1,0,2.13
2,3,"sep","mon",18,51,5.4,0,0
7,4,"sep","mon",19.3,44,2.2,0,0
6,3,"sep","mon",23,34,2.2,0,56.04
2,4,"sep","mon",20.4,41,1.8,0,1.47
2,5,"sep","mon",19.3,44,2.2,0,3.93
8,6,"sep","mon",15.7,51,2.2,0,0
6,3,"sep","mon",20.6,37,1.8,0,0
1,4,"sep","mon",21.3,35,2.2,0,28.19
5,4,"sep","fri",10.1,75,3.6,0,0
3,4,"sep","fri",17.4,57,4.5,0,0
5,4,"sep","fri",12.8,64,3.6,0,1.64
5,4,"sep","fri",10.1,75,3.6,0,3.71
4,4,"sep","fri",15.4,53,6.3,0,7.31
7,4,"sep","fri",20.6,43,3.6,0,2.03
7,4,"sep","fri",19.8,47,2.7,0,1.72
7,4,"sep","fri",18.7,50,2.2,0,5.97
4,4,"sep","fri",20.8,35,4.9,0,1.26
6,5,"sep","fri",18.4,42,2.2,0,1.09
4,3,"sep","fri",17.3,45,4,0,3.94
7,4,"sep","fri",15.2,64,3.1,0,0.52
4,3,"sep","tue",15.9,53,2.2,0,2.93
6,5,"sep","tue",21.1,35,2.7,0,5.65
6,5,"sep","tue",19.6,45,3.1,0,20.03
4,5,"sep","tue",16.4,27,3.6,0,0
6,5,"sep","sat",16.8,47,4.9,0,12.64
4,5,"sep","sun",13.8,77,7.6,0,0
4,5,"aug","sun",10.4,75,0.9,0,0
5,4,"aug","thu",20.3,42,2.7,0,0
6,5,"sep","fri",10.3,78,4,0,18.3
2,2,"aug","sat",21.9,42,2.2,0,174.63
4,5,"jan","sun",5.2,100,0.9,0,0
5,4,"jul","wed",19.3,39,7.2,0,7.73
8,6,"aug","thu",16.2,63,2.7,0,16.33
8,6,"aug","wed",28.2,29,1.8,0,5.86
9,6,"aug","thu",20.5,58,2.7,0,42.87
2,4,"aug","sun",20.9,50,2.2,0,16
6,4,"aug","fri",23.3,34,3.1,0,28.74
7,4,"feb","mon",7.5,71,6.3,0,9.96
8,6,"sep","fri",20.7,46,2.7,0,30.18
2,4,"mar","tue",15.2,19,7.6,0,0
6,5,"feb","mon",5.3,68,1.8,0,0
4,3,"sep","sun",20.4,55,4.9,0,3.64
1,2,"aug","sat",25.9,32,3.1,0,0
9,5,"jun","wed",28,34,4.5,0,0
3,4,"sep","thu",22.8,46,4,0,4.95
9,9,"aug","fri",25,36,4,0,0
8,6,"aug","thu",21.3,41,3.6,0,0
2,4,"sep","wed",21.8,34,2.2,0,6.04
2,2,"aug","tue",NA,27,2.2,0,0
4,3,"sep","fri",19.9,44,3.1,0,7.8
1,4,"jul","tue",23.4,31,5.4,0,0
9,4,"jul","mon",22.8,27,4.5,0,1.63
7,5,"aug","sat",26.4,33,3.6,0,0
5,4,"aug","sun",24.1,50,4,0,0
8,6,"aug","thu",27.5,27,NA,0,746.28
2,5,"aug","sun",24.8,36,4,0,3.05
2,4,"aug","wed",30.8,19,4.5,0,0
8,6,"jul","sun",29.3,27,3.6,0,6.3
1,3,"sep","sat",22.3,48,4,0,0.72
8,6,"aug","sat",26.9,31,3.6,0,4.96
2,4,"aug","mon",27.9,33,2.2,0,2.35
1,3,"aug","thu",26.2,34,5.8,0,0
7,4,"sep","thu",19.4,45,3.6,0,0
1,3,"aug","sat",23.3,40,4,0,6.36
8,6,"aug","thu",23.9,38,6.7,0,0
2,4,"aug","sun",20.9,66,4.9,0,15.34
1,4,"aug","fri",22.2,45,3.6,0,0
2,5,"jul","sat",23.8,51,1.8,0,0
8,6,"aug","mon",26.8,35,1.3,0,0.54
2,5,"aug","sat",23.6,53,4,0,6.43
5,4,"sep","fri",16.2,58,3.6,0,0
6,5,"apr","mon",10.9,64,3.1,0,3.35
1,2,"jul","fri",14.8,78,8,0,0
5,5,"aug","sun",17.3,80,4.5,0,0
6,5,"aug","sun",19.1,70,2.2,0,0
4,5,"aug","wed",23.4,49,5.4,0,6.43
7,4,"aug","mon",17.7,65,4,0,0
3,4,"August","thu",16.8,56,3.1,0,0
1,4,"aug","wed",19.9,50,4,0,82.75
8,6,"aug","sat",18.9,64,4.9,0,3.32
2,5,"aug","sat",18.9,64,4.9,0,0
8,6,"aug","sat",18.9,64,4.9,0,0
2,2,"feb","sat",4.6,59,0.9,0,6.84
5,4,"apr","sun",17.6,27,5.8,0,0
4,3,"may","fri",18,40,4,0,38.48
4,3,"jul","thu",27.2,28,1.3,0,1.76
7,4,"jul","mon",22.6,57,4.9,0,278.53
9,9,"jul","thu",30.2,25,4.5,0,2.75
4,3,"jul","thu",30.2,22,4.9,0,0
3,4,"aug","sun",23.4,40,5.8,0,1.29
8,6,"March","sun",31,27,5.4,0,0
2,4,"aug","mon",30.6,28,3.6,0,2.07
5,4,"aug","tue",24.1,43,6.3,0,2
5,4,"aug","tue",26.4,34,3.6,0,16.4
4,4,"aug","wed",28.7,33,4,0,0
1,3,"aug","fri",27.5,29,4.5,0,43.32
6,6,"aug","sat",30.8,30,4.9,0,8.59
6,6,"aug","mon",23.9,42,2.2,0,0
4,5,"aug","mon",32.6,26,3.1,0,2.77
6,5,"aug","tue",33.3,26,2.7,0,40.54
8,6,"aug","tue",21.6,65,4.9,0.8,0
7,5,"aug","tue",21.6,65,4.9,0.8,0
4,4,"aug","tue",20.7,69,4.9,0.4,0
2,4,"aug","wed",29.2,30,4.9,0,1.95
4,3,"aug","wed",28.9,29,4.9,0,49.59
1,2,"aug","thu",26.7,35,1.8,0,5.8
1,2,"aug","fri",18.5,73,8.5,0,0
1,2,"aug","fri",25.9,41,3.6,0,0
5,4,"aug","fri",21.1,71,7.6,1.4,2.17
6,5,"aug","fri",18.2,62,5.4,0,0.43
8,6,"aug","sun",27.8,35,2.7,0,0
2,4,"aug","sun",21.9,71,5.8,0,54.29
7,4,"aug","sun",21.2,70,6.7,0,11.16
1,4,"aug","sat",25.6,42,4,0,0
